Player,Team,Season,SeasonType,Games,Min,Pts,OReb,Dreb,Reb,Ast,Stl,Blk,TO,PF,FGM,FGA,FGPer,3PTM,3PTA,3PTPer,FTM,FTA,FTPer
Shareef Abdur-Rahim,Hawks,2002-2003,REG,81,38.02,19.85,2.16,6.2,8.36,2.99,1.07,0.47,2.62,2.96,6.99,14.6,0.478,0.26,0.74,0.35,5.62,6.68,0.841
Antawn Jamison,Wizards,2006-2007,REG,70,38.02,19.83,1.91,6.11,8.03,1.94,1.14,0.51,1.49,2.77,7.31,16.27,0.45,1.97,5.41,0.364,3.23,4.39,0.736
Latrell Sprewell,Timberwolves,2003-2004,POFF,18,42.82,19.83,0.61,3.78,4.39,4,1.61,0.67,2.61,1.94,7.22,17.17,0.421,2.06,5.33,0.385,3.33,4.28,0.779
Brook Lopez,Nets,2014-2015,POFF,6,38.94,19.83,3.33,5.67,9,0.83,0.67,2.17,1,3,7.17,14.5,0.494,0,0,0,5.5,6.67,0.825
Chris Paul,Clippers,2011-2012,REG,60,36.34,19.82,0.7,2.85,3.55,9.05,2.53,0.07,2.07,2.3,7.08,14.83,0.478,1.32,3.55,0.371,4.33,5.03,0.861
Ryan Anderson,Pelicans,2013-2014,REG,22,36.12,19.82,3,3.45,6.45,0.77,0.45,0.32,0.91,2.14,7.05,16.09,0.438,3.05,7.45,0.409,2.68,2.82,0.952
Richard Jefferson,Nets,2003-2004,POFF,11,41.67,19.82,1.27,5,6.27,3.82,1.27,0.73,3.91,3.18,6,14.36,0.418,0.82,3,0.273,7,9.82,0.713
Corey Maggette,Warriors,2009-2010,REG,70,29.73,19.81,1.31,4.01,5.33,2.46,0.73,0.06,2.4,3.3,6.53,12.66,0.516,0.19,0.71,0.26,6.57,7.87,0.835
Richard Hamilton,Pistons,2006-2007,REG,75,36.84,19.8,1,2.76,3.76,3.8,0.79,0.2,2.12,3.09,7.29,15.6,0.468,0.59,1.72,0.341,4.63,5.37,0.861
Tim Duncan,Spurs,2008-2009,POFF,5,32.72,19.8,2.4,5.6,8,3.2,0.6,1.2,1.4,2.2,8.2,15.4,0.532,0,0,0,3.4,5.6,0.607
Rudy Gay,Grizzlies,2010-2011,REG,54,39.85,19.8,1.52,4.7,6.22,2.83,1.69,1.07,2.5,2.43,7.57,16.09,0.471,1.06,2.67,0.396,3.59,4.46,0.805
Sam Cassell,Timberwolves,2003-2004,REG,81,35.12,19.79,0.54,2.8,3.35,7.31,1.26,0.22,2.72,3.05,7.65,15.68,0.488,0.91,2.3,0.398,3.57,4.09,0.873
Chris Paul,Clippers,2013-2014,POFF,13,36.31,19.77,0.92,3.31,4.23,10.38,2.85,0,3,3.85,7.08,15.15,0.467,2.46,5.38,0.457,3.15,4.08,0.774
Jason Richardson,Suns,2009-2010,POFF,16,33.32,19.75,1.13,4.31,5.44,1.06,1.06,0.25,0.63,2.19,7,13.94,0.502,3,6.31,0.475,2.75,3.63,0.759
Rasheed Wallace,Trail Blazers,1996-1997,POFF,4,39.28,19.75,2,4,6,1.5,0.5,0.5,1.5,4.25,8.25,14,0.589,0.5,1.25,0.4,2.75,5,0.55
Kobe Bryant,Lakers,1998-1999,POFF,8,39.62,19.75,1.63,5.25,6.88,4.63,1.88,1.25,3.88,3,7.63,17.75,0.43,1,2.88,0.348,3.5,4.38,0.8
Eric Williams,Nuggets,1997-1998,REG,4,36.33,19.75,2.5,2.75,5.25,3,1,0,2.25,2.25,6,15.25,0.393,0,0,0,7.75,11.25,0.689
Jason Terry,Hawks,2000-2001,REG,82,37.68,19.74,0.51,2.77,3.28,4.91,1.27,0.15,2.91,2.49,7.27,16.67,0.436,1.51,3.83,0.395,3.7,4.37,0.846
Antawn Jamison,Warriors,2001-2002,REG,82,36.98,19.74,2.57,4.21,6.78,1.96,0.85,0.55,1.96,2.28,7.49,16.77,0.447,0.83,2.56,0.324,3.94,5.37,0.734
Sam Cassell,Bucks,2001-2002,REG,74,35.22,19.74,0.73,3.49,4.22,6.66,1.22,0.16,2.39,2.81,7.49,16.18,0.463,0.96,2.76,0.348,3.81,4.43,0.86
Marc Gasol,Grizzlies,2014-2015,POFF,11,37.78,19.73,1.73,8.55,10.27,4.45,0.91,1.73,1.45,3,6.45,16.36,0.394,0,0.18,0,6.82,8,0.852
Gordon Hayward,Jazz,2015-2016,REG,80,36.16,19.73,0.76,4.2,4.96,3.7,1.19,0.34,2.53,2.29,6.51,15.03,0.433,1.79,5.13,0.349,4.91,5.96,0.824
Derrick Rose,Bulls,2008-2009,POFF,7,44.78,19.71,1.71,4.57,6.29,6.43,0.57,0.71,5,3.57,8.43,17.14,0.492,0,0.57,0,2.86,3.57,0.8
Ron Mercer,Bulls,2000-2001,REG,61,41.56,19.7,1.18,2.69,3.87,3.3,1.28,0.44,2.11,2.43,8.2,18.38,0.446,0.23,0.75,0.304,3.08,3.74,0.825
Michael Finley,Mavericks,2000-2001,POFF,10,43.38,19.7,1.3,4,5.3,4.4,1.2,0.2,2.4,2.3,7.2,20,0.36,1.7,4.7,0.362,3.6,4.4,0.818
Carlos Boozer,Jazz,2009-2010,POFF,10,40.16,19.7,3.3,9.9,13.2,3,0.4,0.7,2.4,3.8,8.9,16.8,0.53,0,0,0,1.9,3.5,0.543
Isaiah Rider,Trail Blazers,1997-1998,REG,74,37.14,19.7,1.34,3.34,4.68,3.12,0.74,0.26,2.53,2.54,7.45,17.59,0.423,1.82,5.68,0.321,2.99,3.61,0.828
Jamal Crawford,"Knicks, Warriors",2008-2009,REG,65,38.13,19.69,0.35,2.62,2.97,4.43,0.88,0.2,2.28,1.42,6.45,15.72,0.41,2.18,6.06,0.36,4.62,5.29,0.872
Sam Cassell,Bucks,2002-2003,REG,78,34.17,19.69,0.73,3.65,4.38,5.77,1.13,0.18,2.27,2.77,7,14.9,0.47,0.76,2.09,0.362,4.94,5.73,0.861
Allan Houston,Knicks,1999-2000,REG,82,38.65,19.68,0.46,2.84,3.3,2.73,0.79,0.17,2.27,2.67,7.49,15.5,0.483,1.29,2.96,0.436,3.41,4.07,0.838
Caron Butler,"Wizards, Mavericks",2009-2010,POFF,6,33.71,19.67,0.5,5.33,5.83,1.33,1.5,0.83,2.5,2.67,7.17,16.5,0.434,1.17,3.83,0.304,4.17,4.5,0.926
Dirk Nowitzki,Mavericks,2006-2007,POFF,6,39.77,19.67,4.17,7.17,11.33,2.33,1.83,1.33,2.33,3.33,6,15.67,0.383,0.67,3.17,0.211,7,8.33,0.84
Tony Parker,Spurs,2010-2011,POFF,6,36.84,19.67,0.17,2.5,2.67,5.17,1.33,0.33,3.33,1.67,7.17,15.5,0.462,0.17,1.33,0.125,5.17,6.83,0.756
Rod Strickland,Bullets,1996-1997,POFF,3,43.52,19.67,1.67,4.33,6,8.33,1,0,3.67,2.67,7.33,17.33,0.423,0.33,0.67,0.5,4.67,6.33,0.737
Richard Jefferson,Nets,2006-2007,POFF,12,40.76,19.67,0.33,5.25,5.58,2.25,0.75,0.42,2.25,2,6.75,14,0.482,1.08,3.33,0.325,5.08,5.5,0.924
Keith Van Horn,Nets,1997-1998,REG,62,37.54,19.66,2.29,4.29,6.58,1.71,1.03,0.4,2.65,3.48,7.19,16.89,0.426,1.11,3.61,0.308,4.16,4.92,0.846
Mitch Richmond,Wizards,1998-1999,REG,50,38.23,19.66,0.6,2.84,3.44,2.44,1.28,0.2,2.72,2.42,6.62,16.06,0.412,1.4,4.42,0.317,5.02,5.86,0.857
Richard Hamilton,Pistons,2002-2003,REG,82,32.17,19.66,1.07,2.8,3.88,2.54,0.78,0.16,2.44,3.04,6.95,15.68,0.443,0.39,1.45,0.269,5.37,6.44,0.833
Yao Ming,Rockets,2008-2009,REG,77,33.62,19.66,2.65,7.23,9.88,1.78,0.39,1.95,3.04,3.34,7.35,13.4,0.548,0.01,0.01,1,4.95,5.71,0.866
Grant Hill,Magic,2004-2005,REG,67,34.43,19.66,1.15,3.6,4.75,3.28,1.45,0.42,2.4,2.15,7.72,15.15,0.509,0.04,0.19,0.231,4.18,5.09,0.821
Paul Pierce,Celtics,2007-2008,POFF,26,38.06,19.65,0.81,4.15,4.96,4.58,1.08,0.31,3.15,3.46,6.27,14.23,0.441,1.65,4.58,0.361,5.46,6.81,0.802
Mike Bibby,Kings,2004-2005,REG,80,38.1,19.64,0.96,3.19,4.15,6.76,1.55,0.38,2.54,2.39,7,15.8,0.443,1.64,4.55,0.36,4,5.16,0.775
Kyrie Irving,Cavaliers,2015-2016,REG,53,31.46,19.64,0.81,2.13,2.94,4.7,1.06,0.34,2.34,2.02,7.43,16.58,0.448,1.58,4.91,0.323,3.19,3.6,0.885
Paul Pierce,Celtics,2007-2008,REG,80,35.92,19.63,0.66,4.48,5.14,4.54,1.26,0.45,2.76,2.5,6.36,13.73,0.464,1.79,4.56,0.392,5.11,6.06,0.843
Antawn Jamison,Wizards,2004-2005,REG,68,38.36,19.62,2.35,5.28,7.63,2.26,0.81,0.24,1.74,2.22,7.63,17.49,0.437,1.04,3.06,0.341,3.31,4.35,0.76
Sam Cassell,Nets,1997-1998,REG,75,34.37,19.61,0.97,2.07,3.04,8.04,1.61,0.27,3.59,3.49,6.8,15.41,0.441,0.2,1.07,0.187,5.81,6.76,0.86
Mike Bibby,Kings,2004-2005,POFF,5,40.34,19.6,1,3.4,4.4,6.6,1.4,0.4,2.6,2.2,7.2,18.4,0.391,1,4.6,0.217,4.2,5.4,0.778
Richard Jefferson,Bucks,2008-2009,REG,82,35.84,19.6,0.7,3.87,4.56,2.43,0.8,0.17,2.01,3.07,6.55,14.9,0.439,1.41,3.56,0.397,5.09,6.32,0.805
Karl Malone,Jazz,2002-2003,POFF,5,38.18,19.6,1.4,5.4,6.8,4,1.6,0.4,4,3,6.8,16.8,0.405,0,0.2,0,6,8.2,0.732
Gilbert Arenas,Wizards,2003-2004,REG,55,37.55,19.6,1,3.62,4.62,5,1.87,0.22,4.11,3.2,6.51,16.62,0.392,2.27,6.05,0.375,4.31,5.76,0.748
Danny Granger,Pacers,2007-2008,REG,80,35.95,19.59,1.16,4.91,6.08,2.08,1.19,1.05,2.14,3.63,6.71,15.06,0.446,2.14,5.29,0.404,4.03,4.73,0.852
Rudy Gay,Grizzlies,2009-2010,REG,80,39.68,19.59,1.44,4.46,5.9,1.91,1.48,0.8,2.11,2.51,7.5,16.1,0.466,0.83,2.53,0.327,3.76,5,0.753
Brandon Knight,Suns,2015-2016,REG,52,35.97,19.58,0.69,3.19,3.88,5.06,1.17,0.38,3.38,2.38,7.13,17.21,0.415,2.31,6.73,0.343,3,3.52,0.852
Pau Gasol,Lakers,2009-2010,POFF,23,39.71,19.57,4,7.09,11.09,3.52,0.39,2.09,1.91,2.74,7.17,13.3,0.539,0,0.13,0,5.22,6.87,0.759
Antawn Jamison,Warriors,1999-2000,REG,43,36.28,19.56,4,4.35,8.35,2.09,0.7,0.35,2.63,2.67,8.28,17.58,0.471,0.05,0.16,0.286,2.95,4.84,0.611
Aaron Brooks,Rockets,2009-2010,REG,82,35.61,19.56,0.66,1.96,2.62,5.29,0.84,0.17,2.83,2.43,7.01,16.23,0.432,2.55,6.4,0.398,2.99,3.63,0.822
Paul Pierce,Celtics,1999-2000,REG,73,35.41,19.55,1.14,4.29,5.42,3.03,2.08,0.85,2.44,3.25,6.66,15.05,0.442,1.32,3.84,0.343,4.92,6.16,0.798
Danilo Gallinari,Nuggets,2015-2016,REG,53,34.69,19.55,0.96,4.32,5.28,2.53,0.79,0.36,1.45,1.64,5.42,13.21,0.41,1.64,4.55,0.361,7.08,8.15,0.868
Jason Kidd,Nets,2001-2002,POFF,20,40.24,19.55,2.1,6.1,8.2,9.1,1.7,0.4,3.35,2,7.35,17.7,0.415,0.85,4.5,0.189,4,4.95,0.808
Jason Terry,Mavericks,2008-2009,REG,74,33.66,19.55,0.53,1.86,2.39,3.39,1.31,0.27,1.61,1.91,7.31,15.78,0.463,2.26,6.16,0.366,2.68,3.04,0.88
Chauncey Billups,Nuggets,2009-2010,REG,73,34.1,19.55,0.34,2.78,3.12,5.6,1.12,0.12,2.42,2.1,5.51,13.18,0.418,2.15,5.58,0.386,6.38,7.01,0.91
Hedo Turkoglu,Magic,2007-2008,REG,82,36.9,19.54,1.01,4.73,5.74,4.99,0.9,0.3,3,2.98,6.78,14.87,0.456,2.02,5.06,0.4,3.95,4.77,0.829
Ray Allen,Bucks,1997-1998,REG,82,40.1,19.54,1.55,3.39,4.94,4.34,1.35,0.15,3.21,2.98,6.87,16.04,0.428,1.63,4.49,0.364,4.17,4.77,0.875
Chris Paul,Clippers,2015-2016,REG,74,32.71,19.54,0.53,3.66,4.19,9.97,2.04,0.18,2.61,2.5,6.96,15.05,0.462,1.65,4.45,0.371,3.97,4.43,0.896
Rashard Lewis,Magic,2007-2008,POFF,10,41.73,19.5,2.4,4.8,7.2,3.4,1.1,0.5,2.3,1.8,7.1,16.3,0.436,2.1,6.8,0.309,3.2,3.9,0.821
Terrell Brandon,Timberwolves,1999-2000,POFF,4,40.56,19.5,1,4.75,5.75,8.5,0.75,0,2,2.75,8,15.75,0.508,1,2.75,0.364,2.5,2.75,0.909
LaMarcus Aldridge,Trail Blazers,2008-2009,POFF,6,39.54,19.5,1.5,6,7.5,1.33,0.5,1.67,1.67,2.67,8.5,17.33,0.49,0.17,0.67,0.25,2.33,3.33,0.7
Kemba Walker,Bobcats,2013-2014,POFF,4,38.22,19.5,0.25,3.5,3.75,6,2,0.75,3.75,1.5,6.5,13.75,0.473,3,6,0.5,3.5,4.5,0.778
Richard Jefferson,Nets,2005-2006,REG,78,39.22,19.5,1.22,5.63,6.85,3.81,0.76,0.22,2.23,2.47,6.35,12.88,0.493,0.77,2.41,0.319,6.04,7.44,0.812
Steve Nash,Mavericks,2001-2002,POFF,8,40.48,19.5,0.88,3.13,4,8.75,0.5,0,3.75,2.5,6.38,14.75,0.432,2.5,5.63,0.444,4.25,4.38,0.971
Manu Ginobili,Spurs,2007-2008,REG,74,31.07,19.49,0.85,3.93,4.78,4.49,1.47,0.45,2.7,2.34,6.12,13.3,0.46,2.11,5.26,0.401,5.14,5.97,0.86
Chris Webber,"Kings, 76ers",2004-2005,REG,67,35.39,19.49,1.94,7.19,9.13,4.75,1.4,0.79,2.72,3.19,8.28,19.15,0.433,0.22,0.66,0.341,2.7,3.4,0.794
Reggie Miller,Pacers,1997-1998,REG,81,34.52,19.48,0.57,2.3,2.86,2.11,0.96,0.14,1.58,1.83,6.37,13.35,0.477,2.02,4.72,0.429,4.72,5.43,0.868
Carlos Boozer,Jazz,2009-2010,REG,78,34.27,19.47,2.32,8.88,11.21,3.17,1.08,0.46,2.72,3.46,7.91,14.08,0.562,0,0,0,3.65,4.92,0.742
Terrell Brandon,Cavaliers,1996-1997,REG,78,36.77,19.47,0.62,3.24,3.86,6.28,1.78,0.38,2.28,2.27,7.37,16.83,0.438,1.29,3.47,0.373,3.44,3.81,0.902
Cuttino Mobley,Rockets,2000-2001,REG,79,38.05,19.47,1.05,3.97,5.03,2.47,1.06,0.33,2.09,2.14,6.67,15.37,0.434,1.14,3.19,0.357,4.99,6,0.831
Eddy Curry,Knicks,2006-2007,REG,81,35.17,19.46,2.41,4.64,7.05,0.84,0.42,0.49,3.64,3.27,7.22,12.54,0.576,0.01,0.01,1,5,8.14,0.615
Andrea Bargnani,Raptors,2011-2012,REG,31,33.28,19.45,0.77,4.77,5.55,1.97,0.58,0.48,2.23,1.68,6.74,15.61,0.432,1.1,3.71,0.296,4.87,5.58,0.873
Nick Van Exel,Mavericks,2002-2003,POFF,20,33.66,19.45,0.9,2.5,3.4,4.1,0.6,0,1.95,2.35,7.5,16.3,0.46,2.2,5.6,0.393,2.25,3.2,0.703
Deron Williams,Jazz,2008-2009,REG,68,36.84,19.44,0.35,2.51,2.87,10.66,1.07,0.29,3.35,1.97,6.81,14.47,0.471,1.03,3.32,0.31,4.79,5.65,0.849
Glenn Robinson,Bucks,2000-2001,POFF,18,38.19,19.44,1.44,5,6.44,3.33,0.61,1.33,2.56,2.39,7.67,17.89,0.429,1.33,3.44,0.387,2.78,3.11,0.893
Ricky Davis,"Celtics, Timberwolves",2005-2006,REG,78,41.11,19.44,0.83,3.67,4.5,5.05,1.17,0.22,2.73,2.44,7.49,16.72,0.448,0.94,3.1,0.302,3.53,4.42,0.797
Latrell Sprewell,Knicks,2001-2002,REG,81,41.08,19.44,0.73,2.95,3.68,3.86,1.16,0.17,2.75,1.99,7.07,17.52,0.404,1.79,4.98,0.36,3.51,4.27,0.821
David Robinson,Spurs,1997-1998,POFF,9,39.19,19.44,4.56,9.56,14.11,2.56,1.22,3.33,2.78,3.11,6.33,14.89,0.425,0,0,0,6.78,10.67,0.635
Paul Millsap,Hawks,2013-2014,POFF,7,38.15,19.43,3,7.86,10.86,2.86,1.43,1.86,2.86,3.57,5.86,14.71,0.398,1.29,3.86,0.333,6.43,8,0.804
Brook Lopez,Nets,2012-2013,REG,74,30.45,19.42,2.81,4.11,6.92,0.95,0.45,2.08,1.77,2.05,7.7,14.78,0.521,0,0.01,0,4.01,5.3,0.758
Jermaine O'Neal,Pacers,2006-2007,REG,69,35.64,19.41,2.22,7.36,9.58,2.42,0.72,2.64,2.94,3.36,7.22,16.54,0.436,0,0.1,0,4.97,6.48,0.767
Lamar Odom,Lakers,2006-2007,POFF,5,38.37,19.4,4,9,13,2.2,0.4,1.2,2,3.4,8.2,17,0.482,0.6,2.2,0.273,2.4,4.8,0.5
Grant Hill,Pistons,1998-1999,POFF,5,34.99,19.4,1.4,5.8,7.2,7.4,2,0.4,2.4,2.4,8.4,18.4,0.457,0,0.2,0,2.6,3.2,0.813
Manu Ginobili,Spurs,2009-2010,POFF,10,35.25,19.4,0.4,3.3,3.7,6,2.6,0.2,3,3,5.8,14,0.414,2,6,0.333,5.8,6.7,0.866
Gilbert Arenas,Wizards,2007-2008,REG,13,32.68,19.38,0.46,3.46,3.92,5.08,1.77,0.08,3.77,2.31,6,15.08,0.398,1.69,6,0.282,5.69,7.38,0.771
Shaquille O'Neal,Heat,2004-2005,POFF,13,33.01,19.38,1.46,6.38,7.85,1.92,0.38,1.46,3.23,4,7.77,13.92,0.558,0,0,0,3.85,8.15,0.472
Shawn Marion,Suns,2004-2005,REG,81,38.86,19.37,2.9,8.4,11.3,1.9,2.01,1.47,1.54,2.46,7.57,15.91,0.476,1.41,4.21,0.334,2.83,3.4,0.833
Paul Pierce,Celtics,2011-2012,REG,61,34.01,19.36,0.61,4.59,5.2,4.49,1.15,0.43,2.84,2.41,6.46,14.59,0.443,1.64,4.48,0.366,4.8,5.64,0.852
Gerald Wallace,Bobcats,2007-2008,REG,62,38.32,19.35,0.94,5.08,6.02,3.48,2.11,0.94,2.9,3.05,6.58,14.65,0.449,1.15,3.56,0.321,5.05,6.9,0.731
Tim Duncan,Spurs,2007-2008,REG,78,33.98,19.33,3.04,8.26,11.29,2.79,0.72,1.95,2.28,2.37,7.5,15.1,0.497,0,0.05,0,4.33,5.94,0.73
Tim Duncan,Spurs,2008-2009,REG,75,33.66,19.33,2.68,7.99,10.67,3.52,0.51,1.68,2.2,2.31,7.44,14.76,0.504,0,0.03,0,4.45,6.44,0.692
Vince Carter,Raptors,1999-2000,POFF,3,39.71,19.33,3,3,6,6.33,1,1.33,2.67,4,5,16.67,0.3,0.33,3.33,0.1,9,10.33,0.871
Chandler Parsons,Rockets,2013-2014,POFF,6,41.72,19.33,1,5.83,6.83,2.33,0.67,0.33,0.83,3.17,7.67,17.5,0.438,2.17,6,0.361,1.83,2.5,0.733
Nikola Vucevic,Magic,2014-2015,REG,74,34.17,19.3,3.22,7.73,10.95,2,0.73,0.73,2,2.97,8.53,16.3,0.523,0.03,0.08,0.333,2.22,2.95,0.752
Isaiah Rider,Hawks,1999-2000,REG,60,34.76,19.3,1.05,3.25,4.3,3.65,0.68,0.1,2.8,2.2,7.48,17.87,0.419,0.93,3,0.311,3.4,4.33,0.785
John Wall,Wizards,2013-2014,REG,82,36.34,19.3,0.46,3.6,4.06,8.79,1.82,0.49,3.6,2.67,7.06,16.3,0.433,1.32,3.76,0.351,3.87,4.8,0.805
Michael Finley,Mavericks,2002-2003,REG,69,38.02,19.29,1.55,4.28,5.83,2.97,1.1,0.3,1.65,1.52,7.35,17.29,0.425,1.72,4.67,0.37,2.87,3.33,0.861
Jeff Teague,Hawks,2013-2014,POFF,7,34.57,19.29,0.71,3,3.71,5,1,0.57,3,2.14,6.29,16,0.393,1.29,3.86,0.333,5.43,5.71,0.95
Jason Terry,Hawks,2001-2002,REG,78,38.07,19.28,0.51,2.95,3.46,5.69,1.85,0.17,2.32,2,6.72,15.63,0.43,2.21,5.69,0.387,3.64,4.36,0.835
Alonzo Mourning,Heat,1997-1998,REG,58,33.43,19.26,3.34,6.29,9.64,0.9,0.69,2.24,3.09,3.59,6.97,12.64,0.551,0,0,0,5.33,8.02,0.665
Alonzo Mourning,Heat,1997-1998,POFF,4,34.3,19.25,2.5,6,8.5,1.25,0.75,2.5,2,4.5,7.25,14,0.518,0,0,0,4.75,7.25,0.655
Rasheed Wallace,Trail Blazers,2001-2002,REG,79,37.03,19.25,1.72,6.44,8.16,1.92,1.28,1.28,1.66,2.68,7.63,16.29,0.469,1.44,4.01,0.36,2.54,3.47,0.734
Terrell Brandon,"Bucks, Timberwolves",1998-1999,POFF,4,40.44,19.25,0.5,7,7.5,7,2.25,0.5,3.5,2.75,7.75,17.25,0.449,0.75,1.25,0.6,3,3.25,0.923
Gordon Hayward,Jazz,2014-2015,REG,76,34.34,19.25,0.7,4.17,4.87,4.11,1.42,0.39,2.71,1.71,6.37,14.28,0.446,1.58,4.34,0.364,4.93,6.08,0.812
Isaiah Rider,Trail Blazers,1997-1998,POFF,4,41.83,19.25,1.75,3.25,5,4.25,1.25,0,4,2.75,7,16.75,0.418,0.25,2.75,0.091,5,6.5,0.769
Deron Williams,Jazz,2006-2007,POFF,17,38.65,19.24,0.53,3.76,4.29,8.59,1.53,0.24,4,2.88,7.18,15.88,0.452,1.12,3.35,0.333,3.76,4.76,0.79
Baron Davis,"Hornets, Warriors",2004-2005,REG,46,34.39,19.24,0.7,3.11,3.8,7.87,1.76,0.3,2.85,2.74,6.33,16.35,0.387,2.57,7.7,0.333,4.02,5.28,0.761
Monta Ellis,Bucks,2012-2013,REG,82,37.51,19.23,0.55,3.3,3.85,6.05,2.06,0.44,3.1,2,7.28,17.51,0.416,1.15,4,0.287,3.52,4.56,0.773
Allan Houston,Knicks,1996-1997,POFF,9,41.66,19.22,0.33,2.22,2.56,2.33,0.67,0.33,2.67,1.56,6.44,14.78,0.436,2.89,5.78,0.5,3.44,3.89,0.886
Scottie Pippen,Bulls,1996-1997,POFF,19,40.62,19.21,1.89,4.89,6.79,3.79,1.47,0.95,2.89,2.58,6.79,16.26,0.417,2.05,5.95,0.345,3.58,4.53,0.791
Paul George,Pacers,2012-2013,POFF,19,41.04,19.21,0.84,6.58,7.42,5.05,1.32,0.47,3.95,3.79,6.26,14.58,0.43,1.79,5.47,0.327,4.89,6.74,0.727
Steve Francis,Rockets,2003-2004,POFF,5,44.7,19.2,1.2,7.2,8.4,7.6,1.4,0.2,4.2,3.6,6,14,0.429,1.4,3.4,0.412,5.8,8,0.725
Carmelo Anthony,Nuggets,2004-2005,POFF,5,36.12,19.2,2.8,2.6,5.4,2,0.6,0.2,2.6,4,7,16.6,0.422,0,0.2,0,5.2,6.4,0.813
Brook Lopez,Nets,2011-2012,REG,5,27.19,19.2,1.6,2,3.6,1.2,0.2,0.8,1.2,1.6,7.6,15.4,0.494,0,0,0,4,6.4,0.625
Vin Baker,SuperSonics,1997-1998,REG,82,35.94,19.2,3.48,4.51,7.99,1.85,1.11,1.05,2.12,3.39,7.7,14.2,0.542,0.01,0.09,0.143,3.79,6.41,0.591
Kevin Garnett,Celtics,2011-2012,POFF,20,36.85,19.2,1.55,8.75,10.3,1.5,1.15,1.45,2.2,2.95,7.95,16,0.497,0.05,0.2,0.25,3.25,4,0.813
Jermaine O'Neal,Pacers,2003-2004,POFF,16,37.62,19.19,1.81,7.31,9.13,1.19,0.5,2.25,1.81,3.31,7.19,17,0.423,0,0.25,0,4.81,6.88,0.7
Keith Van Horn,Nets,1999-2000,REG,80,34.82,19.19,2.5,5.95,8.45,1.98,0.8,0.75,3.06,3.23,6.99,15.71,0.445,1.05,2.85,0.368,4.16,4.91,0.847
Michael Beasley,Timberwolves,2010-2011,REG,73,32.35,19.19,1.62,3.99,5.6,2.16,0.74,0.71,2.67,3.04,7.68,17.07,0.45,0.82,2.25,0.366,3,3.99,0.753
Bradley Beal,Wizards,2013-2014,POFF,11,41.61,19.18,1.36,3.55,4.91,4.55,1.64,0.64,2.09,2.82,6.82,16.09,0.424,2,4.82,0.415,3.55,4.45,0.796
Rasheed Wallace,Trail Blazers,2000-2001,REG,77,38.22,19.18,1.91,5.91,7.82,2.75,1.17,1.75,2.05,2.68,7.66,15.3,0.501,0.68,2.1,0.321,3.18,4.16,0.766
Al Jefferson,Jazz,2011-2012,REG,61,34.02,19.18,2.18,7.41,9.59,2.2,0.77,1.66,1.02,2.54,8.46,17.18,0.492,0.02,0.07,0.25,2.25,2.9,0.774
Antawn Jamison,Wizards,2005-2006,POFF,6,42.14,19.17,1.5,5.67,7.17,3,1,0.33,1.83,3.83,7,16.5,0.424,1.67,5.33,0.313,3.5,4.5,0.778
Peja Stojakovic,Kings,2002-2003,REG,72,34.02,19.17,0.85,4.67,5.51,1.96,1,0.07,1.4,1.99,6.9,14.36,0.481,2.15,5.64,0.382,3.21,3.67,0.875
Paul Pierce,Celtics,2012-2013,POFF,6,42.55,19.17,0.67,5,5.67,5.33,0.83,0.5,5.33,3.5,6.5,17.67,0.368,1.83,6.83,0.268,4.33,4.83,0.897
Charles Barkley,Rockets,1996-1997,REG,53,37.91,19.17,4,9.51,13.51,4.68,1.3,0.47,2.85,2.89,6.32,13.06,0.484,1.09,3.87,0.283,5.43,7.83,0.694
Scottie Pippen,Bulls,1997-1998,REG,44,36.03,19.16,1.2,3.95,5.16,5.77,1.8,0.98,2.48,2.64,7.18,16.02,0.448,1.39,4.36,0.318,3.41,4.39,0.777
Gary Payton,SuperSonics,1997-1998,REG,82,38.36,19.16,0.94,3.65,4.59,8.28,2.26,0.22,2.79,2.38,7.06,15.59,0.453,1.63,4.84,0.338,3.4,4.57,0.744
Antonio McDyess,Nuggets,1999-2000,REG,81,33.33,19.15,2.89,5.57,8.46,1.96,0.85,1.72,2.84,3.9,7.58,14.95,0.507,0,0.02,0,3.99,6.37,0.626
Juwan Howard,Bullets,1996-1997,REG,82,40.49,19.15,2.46,5.49,7.95,3.79,1.15,0.28,3,3.16,7.78,16.01,0.486,0,0.02,0,3.59,4.74,0.756
Brandon Roy,Trail Blazers,2007-2008,REG,74,37.73,19.14,1.09,3.61,4.7,5.81,1.07,0.22,1.84,1.99,7.18,15.81,0.454,0.99,2.91,0.34,3.8,5.04,0.753
Lamar Odom,Lakers,2005-2006,POFF,7,44.8,19.14,2.14,8.86,11,4.86,0.43,1.14,3.29,3.29,7,14.14,0.495,0.86,4.29,0.2,4.29,6.43,0.667
Dirk Nowitzki,Mavericks,2013-2014,POFF,7,37.5,19.14,0.71,7.29,8,1.57,0.86,0.86,2.14,2.86,7.71,18,0.429,0.14,1.71,0.083,3.57,4.43,0.806
Antoine Walker,"Hawks, Celtics",2004-2005,REG,77,38.45,19.13,2.36,6.66,9.03,3.44,1.16,0.75,3.29,2.82,7.55,17.88,0.422,1.43,4.43,0.323,2.61,4.84,0.539
Chris Paul,Clippers,2013-2014,REG,62,35.02,19.11,0.61,3.71,4.32,10.69,2.48,0.06,2.34,2.53,6.55,14.03,0.467,1.26,3.42,0.368,4.76,5.56,0.855
